"","db","query","superkingdom"
"2099","ncbi","Lysinibacillus fluoroglycofenilyticus","Bacteria"
"2100","ncbi","Lysinibacillus saudimassiliensis","Bacteria"
"2101","ncbi","Lysinibacillus xyleni","Bacteria"
"2102","ncbi","Lysobacter chengduensis","Bacteria"
"2103","ncbi","Lysobacter deserti","Bacteria"
"2104","ncbi","Lysobacter pocheonensis","Bacteria"
"2105","ncbi","Lysobacter ruipuensis","Bacteria"
"2106","ncbi","Lysobacter taiwanensis","Bacteria"
"2107","ncbi","Lytechinus variegatus","Eukaryota"
"2108","ncbi","Macrochaete lichenoides","Bacteria"
"2109","ncbi","Macrochaete psychrophila","Bacteria"
"2110","ncbi","Macrochaete santannae","Bacteria"
"2111","ncbi","Macrotyloma uniflorum","Eukaryota"
"2112","ncbi","magnetic coccus","Bacteria"
"2113","ncbi","Magnetofaba australis","Bacteria"
"2114","ncbi","Magnetospirillum aberrantis","Bacteria"
"2115","ncbi","Magnetospirillum magneticum","Bacteria"
"2116","ncbi","Mailhella massiliensis","Bacteria"
"2117","ncbi","Malaclemys terrapin","Eukaryota"
"2118","ncbi","Mannheimia massilioguelmaensis","Bacteria"
"2119","ncbi","Marasmitruncus massiliensis","Bacteria"
"2120","ncbi","Margalefia venezuelensis","Bacteria"
"2121","ncbi","Maribacter goseongensis","Bacteria"
"2122","ncbi","Maricaulis indicus","Bacteria"
"2123","ncbi","Marichromatium chilcum","Bacteria"
"2124","ncbi","marine actinobacterium",NA
"2125","ncbi","marine alpha",NA
"2126","ncbi","marine bacillus",NA
"2127","ncbi","marine firmicute",NA
"2128","ncbi","marine gamma",NA
"2129","ncbi","marine magnetic",NA
"2130","ncbi","marine proteobacterium",NA
"2131","ncbi","marine psychrophile",NA
"2132","ncbi","Marinobacter arcticus","Bacteria"
"2133","ncbi","Marinobacter bacchus","Bacteria"
"2134","ncbi","Marinobacter haloterrigenus","Bacteria"
"2135","ncbi","Marinobacter kribbensis","Bacteria"
"2136","ncbi","Marinobacter manganoxydans","Bacteria"
"2137","ncbi","Marinobacter piscensis","Bacteria"
"2138","ncbi","Marinobacter salinaria","Bacteria"
"2139","ncbi","Marinobacter sp.TB140","Bacteria"
"2140","ncbi","Marinobacter subterrani","Bacteria"
"2141","ncbi","Marinobacter taiwanensis","Bacteria"
"2142","ncbi","Marinococcus jeotgali","Bacteria"
"2143","ncbi","Marinococcus salidurans","Bacteria"
"2144","ncbi","Marinomonas protea","Bacteria"
"2145","ncbi","Mariprofundus micogutta","Bacteria"
"2146","ncbi","Marmoricola pocheonesis","Bacteria"
"2147","ncbi","Marmoricola soli","Bacteria"
"2148","ncbi","Marseilla massiliensis","Bacteria"
"2149","ncbi","Marseillibacter massiliensis","Bacteria"
"2150","ncbi","Massilia cf.",NA
"2151","ncbi","Massilibacillus massiliensis","Bacteria"
"2152","ncbi","Massilibacterium senegalense","Bacteria"
"2153","ncbi","Massilimaliae massiliensis","Bacteria"
"2154","ncbi","Massilioclostridium coli","Bacteria"
"2155","ncbi","Massiliomicrobiota timonensis","Bacteria"
"2156","ncbi","Massiliprevotella massiliensis","Bacteria"
"2157","ncbi","Mastigocladopsis repens","Bacteria"
"2158","ncbi","Mastotermes darwiniensis","Eukaryota"
"2159","ncbi","Medauroidea extradentata","Eukaryota"
"2160","ncbi","Mediterranea massiliensis","Bacteria"
"2161","ncbi","Megalopta genalis","Eukaryota"
"2162","ncbi","Megasphaera cf.",NA
"2163","ncbi","Megasphaera hominis","Bacteria"
"2164","ncbi","Mengenilla moldrzyki","Eukaryota"
"2165","ncbi","Merdibacter massiliensis","Bacteria"
"2166","ncbi","Merismopedia glauca","Bacteria"
"2167","ncbi","Merismopedia tenuissima","Bacteria"
"2168","ncbi","Mesorhizobium delmotii","Bacteria"
"2169","ncbi","Mesorhizobium genosp.",NA
"2170","ncbi","Mesorhizobium prunaredense","Bacteria"
"2171","ncbi","Metabacterium polyspora","Bacteria"
"2172","ncbi","metal-contaminated soil",NA
"2173","ncbi","Metallosphaera yellowstonensis","Archaea"
"2174","ncbi","Metaprevotella massiliensis","Bacteria"
"2175","ncbi","Methanobacteriaceae archaeon",NA
"2176","ncbi","methanogenic archaeon","Archaea"
"2177","ncbi","Methanohalophilus euhalobius","Archaea"
"2178","ncbi","Methanomassiliicoccales archaeon","Archaea"
"2179","ncbi","Methanomethylovorans victoriae","Archaea"
"2180","ncbi","Methanomicrobia archaeon",NA
"2181","ncbi","Methanomicrobiaceae archaeon",NA
"2182","ncbi","Methanomicrobiales archaeon","Archaea"
"2183","ncbi","Methanoregulaceae archaeon",NA
"2184","ncbi","Methanosarcinaceae archaeon","Archaea"
"2185","ncbi","Methanosarcinales archaeon",NA
"2186","ncbi","Methanosarcinales archeaon",NA
"2187","ncbi","Methocha articulata","Eukaryota"
"2188","ncbi","Methylobacter bovis","Bacteria"
"2189","ncbi","Methylobacter capsulatus","Bacteria"
"2190","ncbi","Methylobacterium","Bacteria"
"2191","ncbi","Methylobacterium indicum","Bacteria"
"2192","ncbi","Methylobacterium MAP-2","Bacteria"
"2193","ncbi","Methylobacter ucrainicus","Bacteria"
"2194","ncbi","Methylobacter vinelandii","Bacteria"
"2195","ncbi","Methyloceanibacter marginalis","Bacteria"
"2196","ncbi","Methyloceanibacter methanicus","Bacteria"
"2197","ncbi","Methyloceanibacter stevinii","Bacteria"
"2198","ncbi","Methyloceanibacter superfactus","Bacteria"
"2199","ncbi","Methylocystis","Bacteria"
"2200","ncbi","Methylomonas clara","Bacteria"
"2201","ncbi","Methylomonas denitrificans","Bacteria"
"2202","ncbi","Methylophilus freyburgensis","Bacteria"
"2203","ncbi","Methylosinus","Bacteria"
"2204","ncbi","Methylosinus acidophilus","Bacteria"
"2205","ncbi","Methylosinus pucelana","Bacteria"
"2206","ncbi","Methylothermaceae bacteria",NA
"2207","ncbi","methylotrophic proteobacterium",NA
"2208","ncbi","Methylovorus glucosetrophus","Bacteria"
"2209","ncbi","Microbacteriaceae str.",NA
"2210","ncbi","Microbacterium","Bacteria"
"2211","ncbi","Microbacterium 304","Bacteria"
"2212","ncbi","Microbacterium gorillae","Bacteria"
"2213","ncbi","Microbacterium shrimpcida","Bacteria"
"2214","ncbi","Microbacterium sp.H-301","Bacteria"
"2215","ncbi","Microbacterium takaoensis","Bacteria"
"2216","ncbi","Microbacterium xinjiangensis","Bacteria"
"2217","ncbi","Microbispora griseoalba","Bacteria"
"2218","ncbi","Microbotryum lychnidis-dioicae","Eukaryota"
"2219","ncbi","Microbotryum violaceum","Eukaryota"
"2220","ncbi","Microbulbifer cystodytense","Bacteria"
"2221","ncbi","Microbulbifer mediterraneus","Bacteria"
"2222","ncbi","Microchaetaceae cyanobacterium",NA
"2223","ncbi","Microchaete aeruginea","Bacteria"
"2224","ncbi","Microchaete diplosiphon","Bacteria"
"2225","ncbi","Microchaete tenera","Bacteria"
"2226","ncbi","Micrococcaceae","Bacteria"
"2227","ncbi","Micrococcineae str.",NA
"2228","ncbi","Micrococcus alkanovora","Bacteria"
"2229","ncbi","Micrococcus chenggongense","Bacteria"
"2230","ncbi","Micrococcus indicus","Bacteria"
"2231","ncbi","Micrococcus thailandicus","Bacteria"
"2232","ncbi","Micrococcus xinjiangensis","Bacteria"
"2233","ncbi","Microcoleus antarcticus","Bacteria"
"2234","ncbi","Microcoleus glaciei","Bacteria"
"2235","ncbi","Microcoleus paludosus","Bacteria"
"2236","ncbi","Microcoleus rushforthii","Bacteria"
"2237","ncbi","Microcoleus steenstrupii","Bacteria"
"2238","ncbi","Microcystis bengalensis","Bacteria"
"2239","ncbi","Microcystis botrys","Bacteria"
"2240","ncbi","Microcystis elabens","Bacteria"
"2241","ncbi","Microcystis flos-aquae","Bacteria"
"2242","ncbi","Microcystis holsatica","Bacteria"
"2243","ncbi","Microcystis ichthyoblabe","Bacteria"
"2244","ncbi","Microcystis novacekii","Bacteria"
"2245","ncbi","Microcystis panniformis","Bacteria"
"2246","ncbi","Microcystis protocystis","Bacteria"
"2247","ncbi","Microcystis pseudofilamentosa","Bacteria"
"2248","ncbi","Microcystis ramosa","Bacteria"
"2249","ncbi","Microcystis robusta","Bacteria"
"2250","ncbi","Microcystis smithii","Bacteria"
"2251","ncbi","Microcystis stagnalis","Bacteria"
"2252","ncbi","Microcystis viridis","Bacteria"
"2253","ncbi","Microcystis wesenbergii","Bacteria"
"2254","ncbi","Microlunatus ginsengiterrae","Bacteria"
"2255","ncbi","Micromonospora aquatica","Bacteria"
"2256","ncbi","Micromonospora arenae","Bacteria"
"2257","ncbi","Micromonospora arenincolae","Bacteria"
"2258","ncbi","Micromonospora brunnescens","Bacteria"
"2259","ncbi","Micromonosporaceae","Bacteria"
"2260","ncbi","Micromonospora cinerea","Bacteria"
"2261","ncbi","Micromonospora endophytica","Bacteria"
"2262","ncbi","Micromonospora floridensis","Bacteria"
"2263","ncbi","Micromonospora fulvopurpurea","Bacteria"
"2264","ncbi","Micromonospora fulvoviolacea","Bacteria"
"2265","ncbi","Micromonospora globosa","Bacteria"
"2266","ncbi","Micromonospora grateloupicola","Bacteria"
"2267","ncbi","Micromonospora hermanusense","Bacteria"
"2268","ncbi","Micromonospora jinlongensis","Bacteria"
"2269","ncbi","Micromonospora lacunae","Bacteria"
"2270","ncbi","Micromonospora lacustris","Bacteria"
"2271","ncbi","Micromonospora lycii","Bacteria"
"2272","ncbi","Micromonospora maoerensis","Bacteria"
"2273","ncbi","Micromonospora megalomicea","Bacteria"
"2274","ncbi","Micromonospora melanospora","Bacteria"
"2275","ncbi","Micromonospora narashino","Bacteria"
"2276","ncbi","Micromonospora parva","Bacteria"
"2277","ncbi","Micromonospora stanfordense","Bacteria"
"2278","ncbi","Micromonospora terrae","Bacteria"
"2279","ncbi","Micromonospora yulongensis","Bacteria"
"2280","ncbi","Micromonospora zeae","Bacteria"
"2281","ncbi","Microseira wollei","Bacteria"
"2282","ncbi","Millionella massiliensis","Bacteria"
"2283","ncbi","Mischocyttarus flavitarsis","Eukaryota"
"2284","ncbi","Mitsuaria","Bacteria"
"2285","ncbi","Mobilibacterium massiliense","Bacteria"
"2286","ncbi","Mobilibacterium timonense","Bacteria"
"2287","ncbi","Monomorium pharaonis","Eukaryota"
"2288","ncbi","Moorea bouillonii","Bacteria"
"2289","ncbi","Moorea producens","Bacteria"
"2290","ncbi","Moraxella macacae","Bacteria"
"2291","ncbi","Mordavella massiliensis","Bacteria"
"2292","ncbi","Mucilaginibacter ginsenosidivorax","Bacteria"
"2293","ncbi","Mucor ambiguus","Eukaryota"
"2294","ncbi","Murdochiella massiliensis","Bacteria"
"2295","ncbi","Murgantia histrionica","Eukaryota"
"2296","ncbi","Mycobacterium","Bacteria"
"2297","ncbi","Mycobacterium acapulcensis","Bacteria"
"2298","ncbi","Mycobacterium aemonae","Bacteria"
"2299","ncbi","Mycobacterium anthracenicum","Bacteria"
"2300","ncbi","Mycobacterium arceuilense","Bacteria"
"2301","ncbi","Mycobacterium brasiliensis","Bacteria"
"2302","ncbi","Mycobacterium buckleii","Bacteria"
"2303","ncbi","Mycobacterium canettii","Bacteria"
"2304","ncbi","Mycobacterium cf.",NA
"2305","ncbi","Mycobacterium coloregonium","Bacteria"
"2306","ncbi","Mycobacterium fuerthensis","Bacteria"
"2307","ncbi","Mycobacterium icosiumassiliensis","Bacteria"
"2308","ncbi","Mycobacterium indicus",NA
"2309","ncbi","Mycobacterium isoniacini","Bacteria"
"2310","ncbi","Mycobacterium jacuzzii","Bacteria"
"2311","ncbi","Mycobacterium kuopiense","Bacteria"
"2312","ncbi","Mycobacterium lacticola","Bacteria"
"2313","ncbi","Mycobacterium liflandii","Bacteria"
"2314","ncbi","Mycobacterium manitobense","Bacteria"
"2315","ncbi","Mycobacterium neglectum","Bacteria"
"2316","ncbi","Mycobacterium orygis","Bacteria"
"2317","ncbi","Mycobacterium petroleophilum","Bacteria"
"2318","ncbi","Mycobacterium sacrum","Bacteria"
"2319","ncbi","Mycobacterium savoniae","Bacteria"
"2320","ncbi","Mycobacterium simulans","Bacteria"
"2321","ncbi","Mycobacterium sydneyiensis","Bacteria"
"2322","ncbi","Mycoplana peli","Bacteria"
"2323","ncbi","Mycoplasma aquilae","Bacteria"
"2324","ncbi","Mycoplasma monodon","Bacteria"
"2325","ncbi","Mycoplasma nasistruthionis","Bacteria"
"2326","ncbi","Mycoplasma parvum","Bacteria"
"2327","ncbi","Mycoplasma pneumonia",NA
"2328","ncbi","Mycoplasma preputii","Bacteria"
"2329","ncbi","Mycoplasma timone","Bacteria"
"2330","ncbi","Mycoplasma zalophidermidis","Bacteria"
"2331","ncbi","Myroides gitamensis","Bacteria"
"2332","ncbi","myxobacterium AT1-01","Bacteria"
"2333","ncbi","myxobacterium AT1-02","Bacteria"
"2334","ncbi","myxobacterium AT3-01","Bacteria"
"2335","ncbi","myxobacterium AT3-03","Bacteria"
"2336","ncbi","myxobacterium AT3-09","Bacteria"
"2337","ncbi","myxobacterium KC","Bacteria"
"2338","ncbi","myxobacterium NU-2","Bacteria"
"2339","ncbi","myxobacterium SHI-1","Bacteria"
"2340","ncbi","myxobacterium SMH-27-4","Bacteria"
"2341","ncbi","Myxococcales str.",NA
"2342","ncbi","Myxococcus hansupus","Bacteria"
"2343","ncbi","Naganishia albida","Eukaryota"
"2344","ncbi","Nannochloropsis gaditana","Eukaryota"
"2345","ncbi","Nannochloropsis oceanica","Eukaryota"
"2346","ncbi","Nannocystis aggregans","Bacteria"
"2347","ncbi","Nannospalax galili","Eukaryota"
"2348","ncbi","Natrialba aegyptia","Archaea"
"2349","ncbi","Natrialba aibiensis","Archaea"
"2350","ncbi","Natrialbaceae archaeon",NA
"2351","ncbi","Natrialbaceae haloarchaeon",NA
"2352","ncbi","Natrinema aidingensis","Archaea"
"2353","ncbi","Natrinema sp.HL1HP3","Archaea"
"2354","ncbi","Natrinema xinjiang","Archaea"
"2355","ncbi","Natronoanaerobium aggerbacterium","Bacteria"
"2356","ncbi","Natronoanaerobium halophilum","Bacteria"
"2357","ncbi","Natronoanaerobium salstagnum","Bacteria"
"2358","ncbi","Natronobacterium innermongoliae","Archaea"
"2359","ncbi","Natronococcus aibiensis","Archaea"
"2360","ncbi","Natronococcus xinjiangense","Archaea"
"2361","ncbi","Natronococcus yunnanense","Archaea"
"2362","ncbi","Natronococcus zabuyensis","Archaea"
"2363","ncbi","Natronohydrobacter thiooxidans","Bacteria"
"2364","ncbi","Naxibacter indica","Bacteria"
"2365","ncbi","Naxibacter intermedius","Bacteria"
"2366","ncbi","Ndongobacter massiliensis","Bacteria"
"2367","ncbi","Necropsobacter massiliensis","Bacteria"
"2368","ncbi","Negativibacillus massiliensis","Bacteria"
"2369","ncbi","Negativicoccus massiliensis","Bacteria"
"2370","ncbi","Neglecta timonensis","Bacteria"
"2371","ncbi","Neisseria","Bacteria"
"2372","ncbi","Neisseria pharyngis","Bacteria"
"2373","ncbi","Neisseria tadorna","Bacteria"
"2374","ncbi","Neofamilia massiliensis","Bacteria"
"2375","ncbi","Neosynechococcus sphagnicola","Bacteria"
"2376","ncbi","Nephila clavata","Eukaryota"
"2377","ncbi","Niabella ginsenosidivorans","Bacteria"
"2378","ncbi","Niabella terrae","Bacteria"
"2379","ncbi","Niabella thaonhiensis","Bacteria"
"2380","ncbi","Niameybacter massiliensis","Bacteria"
"2381","ncbi","Nicotiana benthamiana","Eukaryota"
"2382","ncbi","Nissabacter archeti","Bacteria"
"2383","ncbi","Nitratireductor shengliensis","Bacteria"
"2384","ncbi","Nitrincola nitratireducens","Bacteria"
"2385","ncbi","Nitrobacteria hamadaniensis","Bacteria"
"2386","ncbi","Nitrobacteria iranicum","Bacteria"
"2387","ncbi","Nitrobacteria novellus","Bacteria"
"2388","ncbi","Nitrosococcus halophilus","Bacteria"
"2389","ncbi","Nitrosomonas cryotolerans","Bacteria"
"2390","ncbi","Nitrosomonas mobilis","Bacteria"
"2391","ncbi","Nitrosovibrio tenuis","Bacteria"
"2392","ncbi","Nitrospina watsonii","Bacteria"
"2393","ncbi","Nitrospira calida","Bacteria"
"2394","ncbi","Nitrospira cf.",NA
"2395","ncbi","Nitrospira defluvii","Bacteria"
"2396","ncbi","Nitrospira japonica","Bacteria"
"2397","ncbi","Nitrospira lenta","Bacteria"
"2398","ncbi","Nocardia alboflava","Bacteria"
"2399","ncbi","Nocardia caverna","Bacteria"
"2400","ncbi","Nocardiaceae","Bacteria"
"2401","ncbi","Nocardia devorans","Bacteria"
"2402","ncbi","Nocardia donostiensis","Bacteria"
"2403","ncbi","Nocardia fusca","Bacteria"
"2404","ncbi","Nocardia levis","Bacteria"
"2405","ncbi","Nocardia lillensis","Bacteria"
"2406","ncbi","Nocardia novocastrensa","Bacteria"
"2407","ncbi","Nocardia pseudosporangifera","Bacteria"
"2408","ncbi","Nocardia roseoalba","Bacteria"
"2409","ncbi","Nocardia violaceofusca","Bacteria"
"2410","ncbi","Nocardioidaceae str.",NA
"2411","ncbi","Nocardioides flava","Bacteria"
"2412","ncbi","Nocardioides fulvus","Bacteria"
"2413","ncbi","Nocardioides ginsengiglaebae","Bacteria"
"2414","ncbi","Nocardioides maritimus","Bacteria"
"2415","ncbi","Nocardioides panaciterrae","Bacteria"
"2416","ncbi","Nocardioides thermolilacinus","Bacteria"
"2417","ncbi","Nocardiopsis benisuefensis","Bacteria"
"2418","ncbi","Nocardiopsis mangrovei","Bacteria"
"2419","ncbi","Nocardiopsis synnemasporogenes","Bacteria"
"2420","ncbi","Nocardiopsis tangguensis","Bacteria"
"2421","ncbi","Nocardiopsis viridoflava","Bacteria"
"2422","ncbi","Noccaea caerulescens","Eukaryota"
"2423","ncbi","Nodosilinea bijugata","Bacteria"
"2424","ncbi","Nodosilinea cf.",NA
"2425","ncbi","Nodosilinea nodulosa","Bacteria"
"2426","ncbi","Nodularia armorica","Bacteria"
"2427","ncbi","Nodularia baltica","Bacteria"
"2428","ncbi","Nodularia cf.",NA
"2429","ncbi","Nodularia harveyana","Bacteria"
"2430","ncbi","Nodularia moravica","Bacteria"
"2431","ncbi","Nodularia sphaerocarpa","Bacteria"
"2432","ncbi","Nonomuraea asiatica","Bacteria"
"2433","ncbi","Nonomuraea aurea","Bacteria"
"2434","ncbi","Nonomuraea latina","Bacteria"
"2435","ncbi","Nonomuraea rubescens","Bacteria"
"2436","ncbi","Nonomuraea shaanxiensis","Bacteria"
"2437","ncbi","Nostocaceae cyanobacterium",NA
"2438","ncbi","Nostocales cyanobacterium",NA
"2439","ncbi","'Nostoc azollae'",NA
"2440","ncbi","Nostoc caeruleum","Bacteria"
"2441","ncbi","Nostoc calcicola","Bacteria"
"2442","ncbi","Nostoc carneum","Bacteria"
"2443","ncbi","Nostoc cf.",NA
"2444","ncbi","Nostoc edaphicum","Bacteria"
"2445","ncbi","Nostoc elgonense","Bacteria"
"2446","ncbi","Nostoc ellipsosporum","Bacteria"
"2447","ncbi","Nostoc entophytum","Bacteria"
"2448","ncbi","Nostoc flagelliforme","Bacteria"
"2449","ncbi","Nostochopsis lobatus","Bacteria"
"2450","ncbi","Nostoc insulare","Bacteria"
"2451","ncbi","Nostoc linckia","Bacteria"
"2452","ncbi","Nostoc microscopicum","Bacteria"
"2453","ncbi","Nostoc minutum","Bacteria"
"2454","ncbi","Nostocoida aromativora","Bacteria"
"2455","ncbi","Nostocoida limicola","Bacteria"
"2456","ncbi","Nostoc paludosum","Bacteria"
"2457","ncbi","Nostoc parmelioides","Bacteria"
"2458","ncbi","Nostoc piscinale","Bacteria"
"2459","ncbi","Nostoc pruniforme","Bacteria"
"2460","ncbi","Nostoc punctiforme","Bacteria"
"2461","ncbi","Nostoc sphaericum","Bacteria"
"2462","ncbi","Nostoc sphaeroides","Bacteria"
"2463","ncbi","Nostoc spongiaeforme","Bacteria"
"2464","ncbi","Nostoc verrucosum","Bacteria"
"2465","ncbi","Nostos punctiforme",NA
"2466","ncbi","Novosphingobium","Bacteria"
"2467","ncbi","Novosphingobium ginsenosidimutans","Bacteria"
"2468","ncbi","Novosphingobium yangbajingensis","Bacteria"
"2469","ncbi","Numidum massiliense","Bacteria"
"2470","ncbi","Oceanimonas denitrificans","Bacteria"
"2471","ncbi","Oceanisphaera laurenciae","Bacteria"
"2472","ncbi","Oceanistipes pacificus","Bacteria"
"2473","ncbi","Oceanobacillus aidingensis","Bacteria"
"2474","ncbi","Oceanobacillus cibarius","Bacteria"
"2475","ncbi","Oceanobacillus endoradicis","Bacteria"
"2476","ncbi","Oceanobacillus gochujangensis","Bacteria"
"2477","ncbi","Oceanobacillus jeddahense","Bacteria"
"2478","ncbi","Oceanobacillus massiliensis","Bacteria"
"2479","ncbi","Oceanobacillus senegalensis","Bacteria"
"2480","ncbi","Oceanobacillus sp.H-48","Bacteria"
"2481","ncbi","Oceanobacillus timonensis","Bacteria"
"2482","ncbi","Oceanobacterium insulare","Bacteria"
"2483","ncbi","Oceanrickettsia ariakensis","Bacteria"
"2484","ncbi","Ochrobactrum","Bacteria"
"2485","ncbi","Ochrobactrum guangzhouense","Bacteria"
"2486","ncbi","Ochrobactrum shiyianus","Bacteria"
"2487","ncbi","Ochrovirga pacifica","Bacteria"
"2488","ncbi","Octadecabacter orientus","Bacteria"
"2489","ncbi","Oculatella subterranea","Bacteria"
"2490","ncbi","Oerskovia ginkgo","Bacteria"
"2491","ncbi","Oikopleura dioica","Eukaryota"
"2492","ncbi","Okadaella gastrococcus","Bacteria"
"2493","ncbi","Okeania erythroflocculosa","Bacteria"
"2494","ncbi","Okeania hirsuta","Bacteria"
"2495","ncbi","Okeania lorea","Bacteria"
"2496","ncbi","Okeania plumata","Bacteria"
"2497","ncbi","Olavius algarvensis","Eukaryota"
"2498","ncbi","Olavius ilvae","Eukaryota"
"2499","ncbi","Olegusella massiliensis","Bacteria"
"2500","ncbi","Oncorhynchus mykiss","Eukaryota"
"2501","ncbi","Ophthalmotilapia ventralis","Eukaryota"
"2502","ncbi","Orabacterium aurantiaca","Bacteria"
"2503","ncbi","Orenia metallireducens","Bacteria"
"2504","ncbi","Oreochromis niloticus","Eukaryota"
"2505","ncbi","Ornithinibacillus composti","Bacteria"
"2506","ncbi","Ornithinibacillus massiliensis","Bacteria"
"2507","ncbi","Ornithodoros moubata","Eukaryota"
"2508","ncbi","Orrella dioscoreae","Bacteria"
"2509","ncbi","Oryza sativa","Eukaryota"
"2510","ncbi","Oryzias latipes","Eukaryota"
"2511","ncbi","Oscilibacter massiliensis","Bacteria"
"2512","ncbi","Oscillatoria acuminata","Bacteria"
"2513","ncbi","Oscillatoria amoena","Bacteria"
"2514","ncbi","Oscillatoriaceae cyanobacterium",NA
"2515","ncbi","Oscillatoria corallinae","Bacteria"
"2516","ncbi","Oscillatoria duplisecta","Bacteria"
"2517","ncbi","Oscillatoria kawamurae","Bacteria"
"2518","ncbi","Oscillatoriales cyanobacterium",NA
"2519","ncbi","Oscillatoria limosa","Bacteria"
"2520","ncbi","Oscillatoria lutea","Bacteria"
"2521","ncbi","Oscillatoria miniata","Bacteria"
"2522","ncbi","Oscillatoria nigro-viridis","Bacteria"
"2523","ncbi","Oscillatoria sancta","Bacteria"
"2524","ncbi","Oscillatoria subbrevis","Bacteria"
"2525","ncbi","Oscillatoria tenuis","Bacteria"
"2526","ncbi","Osteoglossum bicirrhosum","Eukaryota"
"2527","ncbi","Ostrinia furnacalis","Eukaryota"
"2528","ncbi","Ottowia shaoguanensis","Bacteria"
"2529","ncbi","Pacaella massiliensis","Bacteria"
"2530","ncbi","Paenibacillus","Bacteria"
"2531","ncbi","Paenibacillus abekawaensis","Bacteria"
"2532","ncbi","Paenibacillus antibioticophila","Bacteria"
"2533","ncbi","Paenibacillus caespitis","Bacteria"
"2534","ncbi","Paenibacillus camerounensis","Bacteria"
"2535","ncbi","Paenibacillus cf.",NA
"2536","ncbi","Paenibacillus chinensis","Bacteria"
"2537","ncbi","Paenibacillus darangshiensis","Bacteria"
"2538","ncbi","Paenibacillus enshidis","Bacteria"
"2539","ncbi","Paenibacillus fujiensis","Bacteria"
"2540","ncbi","Paenibacillus fukuinensis","Bacteria"
"2541","ncbi","Paenibacillus ginsengagri","Bacteria"
"2542","ncbi","Paenibacillus ginsengiterrae","Bacteria"
"2543","ncbi","Paenibacillus glebae","Bacteria"
"2544","ncbi","Paenibacillus gorillae","Bacteria"
"2545","ncbi","Paenibacillus ourofinensis","Bacteria"
"2546","ncbi","Paenibacillus phocaensis","Bacteria"
"2547","ncbi","Paenibacillus puernese","Bacteria"
"2548","ncbi","Paenibacillus ruminocola","Bacteria"
"2549","ncbi","Paenibacillus triticisoli","Bacteria"
"2550","ncbi","Paenibacillus tyrfis","Bacteria"
"2551","ncbi","Paenibacillus velaei","Bacteria"
"2552","ncbi","Paenibacillus vortex","Bacteria"
"2553","ncbi","Pajaroellobacter abortibovis","Bacteria"
"2554","ncbi","Palythoa caribaeorum","Eukaryota"
"2555","ncbi","Panicum virgatum","Eukaryota"
"2556","ncbi","Pantoea","Bacteria"
"2557","ncbi","Pantoea alhagi","Bacteria"
"2558","ncbi","Pantoea beijingensis","Bacteria"
"2559","ncbi","Pantoea cedenensis","Bacteria"
"2560","ncbi","Pantoea endophytica","Bacteria"
"2561","ncbi","Pantoea hericii","Bacteria"
"2562","ncbi","Pantoea pleuroti","Bacteria"
"2563","ncbi","Pantoea sesami","Bacteria"
"2564","ncbi","Paracoccus aquimaris","Bacteria"
"2565","ncbi","Paracoccus gahaiensis","Bacteria"
"2566","ncbi","Paracoccus kamogawaensis","Bacteria"
"2567","ncbi","Paracoccus kawasakiensis","Bacteria"
"2568","ncbi","Paracoccus thiophilus","Bacteria"
"2569","ncbi","Paradonghicola geojensis","Bacteria"
"2570","ncbi","Parageobacillus caldoxylosilyticus","Bacteria"
"2571","ncbi","Parageobacillus thermantarcticus","Bacteria"
"2572","ncbi","Parageobacillus thermoglucosidans","Bacteria"
"2573","ncbi","Parageobacillus thermoglucosidasius","Bacteria"
"2574","ncbi","Parageobacillus toebii","Bacteria"
"2575","ncbi","Parahymenobacter deserti","Bacteria"
"2576","ncbi","Parahymenobacter ocellatus","Bacteria"
"2577","ncbi","Paralcaligenes ginsengisoli","Bacteria"
"2578","ncbi","Paramecium biaurelia","Eukaryota"
"2579","ncbi","Paramesorhizobium deserti","Bacteria"
"2580","ncbi","Parasaccharibacter apium","Bacteria"
"2581","ncbi","Parastrongyloides trichosuri","Eukaryota"
"2582","ncbi","Paratrimastix pyriformis","Eukaryota"
"2583","ncbi","Parvularcula oceani","Bacteria"
"2584","ncbi","Pasteurella","Bacteria"
"2585","ncbi","Pasteurellaceae","Bacteria"
"2586","ncbi","Pasteuria goettingianae","Bacteria"
"2587","ncbi","Pasteuria hartismeri","Bacteria"
"2588","ncbi","Paulinella chromatophora","Eukaryota"
"2589","ncbi","Paulinella longichromatophora","Eukaryota"
"2590","ncbi","Paulinella micropora","Eukaryota"
"2591","ncbi","Pedobacter aquaticus","Bacteria"
"2592","ncbi","Pedobacter bambusae","Bacteria"
"2593","ncbi","Pedobacter kribbensis","Bacteria"
"2594","ncbi","Pedobacter kwangyangensis","Bacteria"
"2595","ncbi","Pedobacter wanjuense","Bacteria"
"2596","ncbi","Pedosphaera parvula","Bacteria"
"2597","ncbi","Pelagibaca abyssi","Bacteria"
"2598","ncbi","Pelatocladus maniniholoensis","Bacteria"
"2599","ncbi","Pelocola oligotropha","Bacteria"
"2600","ncbi","Pelomonas soli","Bacteria"
"2601","ncbi","Pemphredon lugens","Eukaryota"
"2602","ncbi","Penicillium brasilianum","Eukaryota"
"2603","ncbi","Peptoclostridium phage",NA
"2604","ncbi","Peptoniphilus obesi","Bacteria"
"2605","ncbi","Peptoniphilus phoceensis","Bacteria"
